,Name,Wins,Losses,Draws,Stance,Reach (inches),Weight (pounds),Height (inches),Significant Strikes Landed per Minute,Significant Striking Accuracy,Significant Strikes Absorbed per Minute,Significant Strike Defence (the percentage of opponents strikes that did not land),Average Takedowns Landed per 15 minutes,Takedown Accuracy,Takedown Defense (the percentage of opponents TD attempts that did not land),Average Submissions Attempted per 15 minutes
1345,Emil Meek,9,5,1,Switch,74.0,170.0,71.0,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0
1346,Sanford Alton Meeks,1,1,0,Orthodox,75.0,265.0,77.0,0.71,0.42,4.47,0.38,7.06,0.25,0.0,0.0
1347,Gerald Meerschaert,37,18,0,Southpaw,77.0,185.0,73.0,3.1,0.45,3.45,0.53,2.01,0.35,0.42,1.5
1348,Jordan Mein,31,12,0,Orthodox,73.0,170.0,72.0,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2
1349,Gilbert Melendez,22,8,0,Orthodox,73.0,145.0,69.0,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2
1350,Vanessa Melo,11,8,0,Orthodox,65.0,135.0,65.0,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0
1351,Antonio Mendes,18,13,0,Southpaw,77.0,205.0,75.0,1.34,0.47,6.85,0.22,2.51,0.5,1.0,0.0
1352,Chad Mendes,18,5,0,Orthodox,66.0,145.0,66.0,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3
1353,Augusto Mendes,6,2,0,Orthodox,65.0,135.0,66.0,2.42,0.34,3.91,0.56,1.75,0.33,0.8,0.0
1354,Mateus Mendonca,10,3,0,Orthodox,71.0,125.0,66.0,1.66,0.4,4.14,0.3,2.54,0.27,0.55,0.4
1355,Pietro Menga,13,0,0,Southpaw,68.0,125.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,Alonzo Menifield,15,5,1,Orthodox,76.0,205.0,72.0,3.77,0.54,3.7,0.49,0.63,0.33,0.76,0.2
1357,Ivan Menjivar,25,12,0,Orthodox,64.0,145.0,66.0,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0
1358,Yaotzin Meza,21,11,0,Orthodox,71.0,145.0,69.0,1.43,0.41,1.62,0.64,1.06,0.2,0.18,1.4
1359,Jonathan Micallef,7,1,0,Southpaw,77.0,170.0,72.0,0.33,0.25,1.66,0.16,4.97,0.5,0.5,5.0
1360,Andreas Michailidis,13,6,0,Orthodox,76.0,170.0,72.0,2.9,0.51,3.57,0.44,1.12,0.27,0.5,0.0
1361,Zachary Micklewright,15,3,0,Southpaw,74.0,155.0,72.0,5.56,0.53,4.72,0.54,0.7,0.12,1.0,0.0
1362,Bojan Mihajlovic,10,6,0,Orthodox,73.0,205.0,71.0,1.23,0.35,5.95,0.47,0.0,0.0,0.33,0.0
1363,Curtis Millender,17,5,0,Orthodox,76.0,170.0,74.0,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0
1364,Dan Miller,14,8,0,Orthodox,74.0,185.0,73.0,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8
1365,Jim Miller,38,18,0,Southpaw,71.0,155.0,68.0,2.99,0.42,3.51,0.56,1.52,0.44,0.49,1.7
1366,Cole Miller,21,11,0,Orthodox,73.0,145.0,73.0,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8
1367,Mo Miller,6,0,0,Orthodox,72.0,135.0,68.0,1.87,0.45,1.33,0.6,4.0,0.8,0.0,0.0
1368,Juliana Miller,4,3,0,Orthodox,66.0,125.0,67.0,3.31,0.45,4.75,0.32,1.84,0.44,0.0,1.8
1369,Che Mills,16,10,0,Orthodox,76.0,170.0,73.0,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0
1370,Adam Milstead,8,4,0,Orthodox,76.0,205.0,75.0,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0
1371,Alberto Mina,13,1,0,Orthodox,77.0,170.0,72.0,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0
1372,Darrick Minner,26,14,0,Orthodox,69.0,145.0,67.0,2.63,0.65,2.28,0.35,2.4,0.72,0.66,2.7
1373,Carlton Minus,10,3,0,Orthodox,75.0,170.0,70.0,3.5,0.4,4.97,0.5,0.0,0.0,0.58,0.0
1374,Stipe Miocic,20,5,0,Orthodox,80.0,240.0,76.0,4.67,0.52,4.01,0.52,1.74,0.34,0.65,0.0
1375,Frank Mir,18,11,0,Southpaw,79.0,264.0,75.0,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2.0
1376,Mario Miranda,14,7,0,Orthodox,74.0,185.0,75.0,1.96,0.54,2.46,0.36,1.02,0.6,0.54,0.0
1377,Vitor Miranda,12,5,0,Orthodox,77.0,185.0,73.0,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2
1378,Gabriel Miranda,17,7,0,Orthodox,71.0,145.0,71.0,2.82,0.4,5.3,0.37,3.85,0.33,0.0,1.3
1379,David Mitchell,22,7,0,Orthodox,75.0,170.0,72.0,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0
1380,Bryce Mitchell,17,3,0,Southpaw,70.0,145.0,70.0,2.31,0.59,1.53,0.6,3.39,0.43,0.33,1.4
1381,Terrence Mitchell,14,4,0,Orthodox,74.0,135.0,70.0,2.21,0.34,8.85,0.41,3.69,0.5,0.0,0.0
1382,Matt Mitrione,12,5,0,Switch,82.0,265.0,75.0,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7
1383,Hiromitsu Miura,12,7,0,Orthodox,71.0,170.0,69.0,2.12,0.34,2.12,0.58,2.23,0.5,0.69,0.6
1384,Takeya Mizugaki,21,11,2,Orthodox,69.0,135.0,67.0,3.37,0.37,3.27,0.57,1.46,0.57,0.7,0.1
1385, Mizuki,15,6,0,Orthodox,65.0,115.0,63.0,4.56,0.5,5.62,0.48,0.33,0.14,0.85,0.0
1386,Roxanne Modafferi,25,21,0,Orthodox,69.0,125.0,67.0,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1
1387,Bobby Moffett,13,5,0,Orthodox,73.0,145.0,70.0,3.41,0.39,3.15,0.61,2.74,0.66,0.66,1.4
1388,Nate Mohr,9,7,0,Orthodox,72.0,155.0,69.0,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0
1389,Renato Moicano,20,5,1,Orthodox,72.0,155.0,71.0,4.42,0.49,3.6,0.6,1.87,0.44,0.72,0.6
1390,Thiago Moises,18,8,0,Orthodox,70.0,155.0,69.0,2.39,0.4,4.14,0.54,1.47,0.35,0.55,1.3
1391,Muhammad Mokaev,13,0,0,Orthodox,70.0,125.0,67.0,1.61,0.45,1.35,0.57,5.29,0.41,0.25,0.8
1392,Ashkan Mokhtarian,13,3,0,Southpaw,67.0,125.0,66.0,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0
1393,Suman Mokhtarian,8,5,0,Orthodox,72.0,145.0,68.0,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0
1394,Jeff Molina,11,2,0,Orthodox,69.0,125.0,66.0,7.25,0.48,5.04,0.55,0.0,0.0,0.66,0.0
1395,Jeff Monson,60,26,1,Orthodox,74.0,247.0,69.0,0.97,0.3,2.87,0.59,1.06,0.12,0.66,0.7
1396,Darrell Montague,13,5,0,Southpaw,67.0,125.0,66.0,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4
1397,Augusto Montano,15,3,0,Orthodox,73.0,170.0,73.0,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0
1398,Erick Montano,7,5,0,Orthodox,73.0,170.0,72.0,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0
1399,Nicco Montano,5,3,0,Southpaw,65.0,135.0,65.0,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4
1400,Antonio Monteiro,17,5,1,Orthodox,70.0,145.0,67.0,3.93,0.49,8.33,0.33,1.0,0.33,0.66,1.0
1401,Alberto Montes,11,1,0,Orthodox,69.0,145.0,67.0,4.98,0.66,4.85,0.57,0.0,0.0,0.66,9.8
1402,James Moontasri,9,5,0,Switch,71.0,170.0,70.0,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2
1403,Todd Moore,16,7,0,Southpaw,71.0,170.0,69.0,1.83,0.26,2.3,0.57,0.78,0.14,0.54,0.0
1404,Taylor Moore,10,5,0,Southpaw,70.0,135.0,70.0,0.2,0.75,2.07,0.42,0.0,0.0,0.25,0.0
1405,Sergio Moraes,14,6,1,Orthodox,72.0,170.0,72.0,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4
1406,Marlon Moraes,23,10,1,Orthodox,67.0,135.0,66.0,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3
1407,Sheymon Moraes,11,4,0,Orthodox,72.0,145.0,68.0,3.0,0.42,3.64,0.63,0.0,0.0,0.53,0.0
1408,John Moraga,19,7,0,Orthodox,66.0,125.0,66.0,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1
1409,Albert Morales,7,4,1,Orthodox,72.0,135.0,69.0,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2
1410,Joseph Morales,9,2,0,Switch,69.0,125.0,66.0,1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6
1411,Vince Morales,16,8,0,Orthodox,70.0,135.0,67.0,3.98,0.36,4.48,0.53,0.36,0.3,0.65,0.0
1412,Omar Morales,11,4,0,Orthodox,73.0,155.0,71.0,3.42,0.4,3.18,0.58,0.46,1.0,0.63,0.0
1413,Michael Morales,17,0,0,Orthodox,79.0,170.0,72.0,5.42,0.48,3.42,0.52,1.16,0.41,0.92,0.0
1414,Sarah Moras,6,8,0,Orthodox,67.0,135.0,67.0,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8
1415,Christian Morecraft,8,3,0,Orthodox,81.0,260.0,78.0,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2
1416,Vinicius Moreira,9,5,0,Orthodox,76.0,205.0,76.0,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3
1417,Brandon Moreno,22,8,2,Orthodox,70.0,125.0,67.0,3.99,0.43,3.53,0.6,1.59,0.46,0.64,0.4
1418,Dan Moret,13,6,0,Southpaw,73.0,155.0,72.0,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4
1419,Alexander Morgan,11,5,0,Orthodox,71.0,145.0,70.0,3.71,0.44,2.78,0.47,0.0,0.0,0.0,0.0
1420,Alex Morono,24,11,0,Orthodox,72.0,170.0,71.0,4.96,0.4,4.56,0.57,0.34,0.25,0.47,0.3
1421,Maryna Moroz,11,6,0,Orthodox,67.0,125.0,67.0,4.42,0.33,4.89,0.51,0.7,0.24,0.42,0.6
1422,Sergey Morozov,19,5,0,Orthodox,67.0,135.0,66.0,3.01,0.43,2.97,0.61,3.63,0.31,0.68,0.0
1423,Carlos Mota,8,2,0,Orthodox,69.0,125.0,64.0,0.8,0.41,1.13,0.54,0.0,0.0,0.5,1.0
1424,Miki Motono,8,5,0,Southpaw,63.0,115.0,62.0,1.27,0.27,4.2,0.57,3.0,0.3,0.0,1.0
1425,Nikolas Motta,15,5,0,Orthodox,70.0,155.0,69.0,3.64,0.37,4.5,0.56,0.0,0.0,0.82,0.0
1426,Eduarda Moura,11,1,0,Orthodox,66.0,125.0,66.0,2.6,0.49,2.45,0.53,4.37,0.35,1.0,0.4
1427,Gegard Mousasi,42,6,2,Orthodox,76.0,185.0,74.0,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1
1428,Kris Moutinho,9,6,0,Southpaw,68.0,135.0,67.0,4.86,0.32,15.48,0.28,0.0,0.0,0.0,0.0
1429,Jamie Moyle,4,3,0,Orthodox,65.0,115.0,61.0,4.51,0.51,4.0,0.65,1.0,0.21,0.5,0.0
1430,Askar Mozharov,19,13,0,Orthodox,74.0,205.0,75.0,0.43,0.18,4.07,0.13,0.0,0.0,0.33,0.0
1431,Lauren Mueller,5,3,0,Orthodox,67.0,125.0,65.0,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0
1432,Belal Muhammad,24,3,0,Orthodox,72.0,170.0,71.0,4.39,0.43,3.48,0.57,2.28,0.39,0.89,0.2
1433,James Mulheron,11,2,0,Orthodox,73.0,243.0,70.0,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0
1434,Jamie Mullarkey,17,8,0,Orthodox,74.0,155.0,72.0,4.39,0.46,4.53,0.53,2.31,0.34,0.78,0.1
1435,Melissa Mullins,7,1,0,Orthodox,68.0,135.0,67.0,3.43,0.56,3.26,0.49,1.53,0.37,0.85,0.0
1436,Pedro Munhoz,20,10,0,Orthodox,65.0,135.0,66.0,5.38,0.41,6.29,0.55,0.48,0.16,0.82,0.5
1437,Andre Muniz,24,6,0,Southpaw,78.0,185.0,73.0,1.97,0.5,1.99,0.54,4.23,0.5,0.35,1.2
1438,Mark Munoz,14,6,0,Orthodox,71.0,185.0,72.0,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6
1439,Alexander Munoz,7,2,0,Switch,72.0,155.0,69.0,3.7,0.42,4.73,0.55,3.0,0.4,1.0,0.0
1440,Johnny Munoz,12,4,0,Orthodox,71.0,135.0,69.0,2.44,0.36,2.66,0.55,2.4,0.25,0.45,1.8
1441,Olivier Murad,6,0,0,Southpaw,72.0,145.0,70.0,2.6,0.36,2.2,0.61,1.0,1.0,0.55,0.0
1442,Makhmud Muradov,26,8,0,Orthodox,75.0,185.0,74.0,4.21,0.43,2.57,0.61,3.03,0.66,0.77,0.2
1443,Kanako Murata,12,3,0,Orthodox,62.0,115.0,61.0,2.15,0.56,2.4,0.53,3.38,0.56,1.0,0.8
1444,Vince Murdock,12,4,0,Orthodox,64.0,145.0,66.0,1.21,0.21,7.17,0.4,0.0,0.0,0.0,0.0
1445,Samandar Murodov,11,0,0,Orthodox,75.0,170.0,73.0,1.5,0.75,0.5,0.44,6.01,0.66,0.0,1.5
1446,Lauren Murphy,16,6,0,Orthodox,67.0,125.0,65.0,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1
1447,Lerone Murphy,15,0,1,Orthodox,73.0,145.0,69.0,4.8,0.54,2.67,0.6,1.78,0.54,0.48,0.6
1448,Jesse Murray,8,4,0,Orthodox,78.0,205.0,75.0,2.38,0.28,7.72,0.43,0.0,0.0,0.0,0.0
1449,Khalid Murtazaliev,14,2,0,Orthodox,76.0,185.0,72.0,4.8,0.69,0.4,0.78,7.5,1.0,0.33,0.0
1450,Azamat Murzakanov,14,0,0,Southpaw,71.0,205.0,70.0,4.72,0.56,2.9,0.61,0.62,0.15,0.83,0.0
1451,Josias Musasa,7,0,0,Southpaw,74.0,135.0,68.0,3.33,0.44,4.53,0.27,1.0,1.0,0.75,1.0
1452,Nicholas Musoke,13,5,0,Orthodox,75.0,170.0,72.0,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2
1453,Magomed Mustafaev,14,4,0,Orthodox,71.0,155.0,68.0,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4
1454,Elvis Mutapcic,15,6,1,Orthodox,72.0,185.0,72.0,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0
1455,Muhammad Naimov,11,3,0,Orthodox,70.0,145.0,69.0,3.18,0.43,4.28,0.42,1.8,0.3,0.57,0.0
1456,Yura Naito,6,1,0,Orthodox,74.0,185.0,72.0,1.22,0.44,5.33,0.28,1.67,0.09,0.0,0.0
1457,Kazuhiro Nakamura,21,13,0,Orthodox,70.0,205.0,71.0,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6
1458,Keita Nakamura,34,10,2,Southpaw,73.0,170.0,71.0,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3
1459,Rinya Nakamura,9,0,0,Southpaw,68.0,135.0,67.0,3.53,0.54,1.38,0.67,3.72,0.9,1.0,1.6
1460,Tokitaka Nakanishi,12,4,0,Orthodox,66.0,135.0,66.0,1.1,0.44,1.57,0.45,3.0,0.37,0.0,0.0
1461,Tyson Nam,21,14,1,Orthodox,68.0,125.0,67.0,3.87,0.33,4.97,0.65,0.0,0.0,0.87,0.0
1462,Rose Namajunas,14,7,0,Orthodox,65.0,125.0,65.0,3.71,0.42,3.48,0.63,1.46,0.5,0.61,0.4
1463,Nad Narimani,12,4,0,Orthodox,70.0,145.0,68.0,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0
1464,Allan Nascimento,20,6,0,Orthodox,69.0,125.0,68.0,3.21,0.61,2.28,0.5,1.55,0.26,0.16,0.9
1465,Rodrigo Nascimento,11,3,0,Orthodox,80.0,246.0,74.0,3.71,0.47,4.34,0.44,1.02,0.37,0.6,0.5
1466,Bobby Nash,8,4,0,Orthodox,74.0,170.0,72.0,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6
1467,Nasrudin Nasrudinov,9,1,0,Orthodox,71.0,205.0,72.0,1.03,0.87,0.29,0.75,2.2,0.5,0.4,0.0
1468,Rafael Natal,21,9,1,Orthodox,77.0,185.0,72.0,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5
1469,Kevin Natividad,9,4,0,Orthodox,70.0,135.0,66.0,2.68,0.34,4.29,0.47,3.66,0.5,0.83,0.0
1470,Ismail Naurdiev,24,7,0,Orthodox,74.0,185.0,70.0,3.41,0.53,1.52,0.66,1.6,0.4,0.72,0.2
1471,Tafon Nchukwi,6,4,0,Orthodox,77.0,185.0,72.0,5.57,0.52,4.11,0.54,0.76,0.57,0.64,0.0
1472,Dustin Neace,25,21,1,,69.0,145.0,69.0,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7
1473,Geoff Neal,16,6,0,Southpaw,75.0,170.0,71.0,5.05,0.51,5.44,0.57,0.56,0.5,0.87,0.1
1474,Stanislav Nedkov,12,2,0,Orthodox,71.0,205.0,71.0,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0
1475,Josh Neer,36,16,1,Orthodox,72.0,170.0,71.0,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3
1476,Nicolae Negumereanu,13,2,0,Orthodox,78.0,205.0,72.0,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0
1477,Shane Nelson,16,7,0,Southpaw,70.0,155.0,69.0,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
1478,Roy Nelson,22,14,0,Orthodox,73.0,263.0,72.0,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1
1479,Gunnar Nelson,19,5,1,Switch,72.0,170.0,71.0,1.84,0.61,3.0,0.49,1.9,0.59,0.66,1.0
1480,Kyle Nelson,16,6,1,Switch,71.0,145.0,71.0,3.51,0.45,4.72,0.51,1.06,0.2,0.73,0.6
1481,Antonio Braga Neto,9,3,0,Orthodox,77.0,185.0,75.0,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5
1482,Eduardo Neves,7,2,0,Orthodox,78.0,263.0,74.0,7.69,0.65,6.15,0.55,5.77,0.66,0.0,0.0
1483,Journey Newson,10,5,0,Orthodox,67.0,135.0,65.0,2.64,0.32,2.57,0.64,0.56,0.16,0.43,0.3
1484,Francis Ngannou,17,3,0,Orthodox,83.0,250.0,76.0,2.33,0.41,2.16,0.41,0.76,0.62,0.71,0.3
1485,Ben Nguyen,16,8,0,Switch,65.0,125.0,65.0,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0
1486,Steven Nguyen,9,2,0,Switch,73.0,145.0,71.0,7.15,0.4,7.36,0.6,0.28,1.0,0.84,0.0
1487,Alex Nicholson,7,4,0,Orthodox,77.0,185.0,76.0,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5
1488,Bo Nickal,7,0,0,Southpaw,76.0,185.0,73.0,2.65,0.63,1.86,0.64,3.61,0.5,0.0,3.6
1489,Matheus Nicolau,19,6,1,Orthodox,66.0,125.0,66.0,3.31,0.51,2.98,0.65,1.22,0.43,0.9,0.8
1490,Stewart Nicoll,8,1,0,Orthodox,65.0,125.0,65.0,3.02,0.47,1.13,0.4,5.66,1.0,0.0,0.0
1491,Tom Niinimaki,22,8,1,Orthodox,69.0,145.0,69.0,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5
1492,Ramsey Nijem,9,6,0,Orthodox,75.0,155.0,71.0,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
1493,Guangyou Ning,5,4,1,Southpaw,64.0,145.0,64.0,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3
1494,Anthony Njokuani,16,12,0,Orthodox,75.0,155.0,73.0,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
1495,Chidi Njokuani,24,10,0,Orthodox,80.0,170.0,75.0,4.59,0.63,2.67,0.56,0.0,0.0,0.74,0.2
1496,Antonio Rodrigo Nogueira,34,10,1,Orthodox,77.0,240.0,75.0,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
1497,Rogerio Nogueira,23,10,0,Southpaw,75.0,205.0,74.0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8
1498,Kyle Noke,22,10,1,Southpaw,76.0,170.0,73.0,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8
1499,Tom Nolan,8,1,0,Southpaw,73.0,155.0,75.0,6.68,0.5,5.17,0.47,0.0,0.0,0.66,0.7
1500,KJ Noons,13,9,0,Orthodox,70.0,155.0,70.0,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0
1501,Sage Northcutt,11,2,0,Orthodox,71.0,170.0,72.0,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6
1502,Shohei Nose,12,5,2,Switch,68.0,135.0,66.0,1.52,0.37,2.17,0.52,2.23,0.17,0.14,3.6
1503,Phillipe Nover,11,8,1,Orthodox,72.0,145.0,69.0,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7
1504,Taiyilake Nueraji,9,1,0,Southpaw,75.0,170.0,74.0,11.01,0.48,7.39,0.58,0.0,0.0,0.0,0.0
1505,Shayilan Nuerdanbieke,39,12,0,Orthodox,69.0,145.0,68.0,1.95,0.45,2.64,0.5,3.3,0.35,0.28,0.2
1506,Diego Nunes,19,7,0,Orthodox,67.0,145.0,66.0,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6
1507,Amanda Nunes,23,5,0,Orthodox,69.0,135.0,68.0,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7
1508,Nina Nunes,11,7,0,Orthodox,64.0,125.0,65.0,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5
1509,Istela Nunes,6,5,0,Orthodox,66.0,115.0,64.0,5.02,0.45,4.84,0.6,0.0,0.0,0.5,0.0
1510,Josiane Nunes,10,3,0,Southpaw,67.0,135.0,62.0,5.41,0.42,5.44,0.51,0.0,0.0,0.58,0.0
1511,Diyar Nurgozhay,10,0,0,Southpaw,74.0,205.0,74.0,3.52,0.52,2.7,0.66,0.0,0.0,1.0,0.0
1512,Khabib Nurmagomedov,29,0,0,Orthodox,70.0,155.0,70.0,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8
1513,Said Nurmagomedov,18,3,0,Orthodox,70.0,135.0,68.0,3.55,0.47,2.13,0.57,1.01,0.16,0.66,1.4
1514,Abubakar Nurmagomedov,17,4,1,Orthodox,72.0,170.0,71.0,2.78,0.53,2.61,0.65,1.25,0.22,0.88,0.0
1515,Umar Nurmagomedov,18,0,0,Orthodox,69.0,135.0,68.0,4.46,0.63,1.36,0.63,3.98,0.5,1.0,0.4
1516,Kennedy Nzechukwu,14,5,0,Southpaw,83.0,205.0,77.0,5.37,0.46,4.89,0.51,0.56,0.45,0.81,0.2
1517,Jake O'Brien,15,4,0,Orthodox,76.0,205.0,75.0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2
1518,Sean O'Connell,17,9,0,Orthodox,74.0,205.0,73.0,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5
1519,Sean O'Malley,18,2,0,Switch,72.0,135.0,71.0,6.7,0.61,3.48,0.6,0.29,0.42,0.61,0.3
1520,Casey O'Neill,10,2,0,Orthodox,69.0,125.0,66.0,7.89,0.52,5.65,0.57,1.45,0.34,0.7,0.7
1521,Brendan O'Reilly,6,3,0,Orthodox,69.0,170.0,67.0,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6
1522,Jose Ochoa,7,1,0,Southpaw,67.0,125.0,67.0,3.33,0.31,3.4,0.59,0.0,0.0,1.0,1.0
1523,Christian Ocon,2,1,0,Orthodox,69.0,135.0,68.0,1.73,0.53,5.27,0.34,0.0,0.0,0.63,0.0
1524,Volkan Oezdemir,20,8,0,Orthodox,75.0,205.0,74.0,4.95,0.48,4.22,0.55,0.5,0.29,0.8,0.1
1525,Kaan Ofli,12,3,1,Orthodox,66.0,145.0,67.0,1.85,0.42,4.77,0.53,0.0,0.0,0.0,0.0
1526,Trey Ogden,18,6,0,Orthodox,72.0,155.0,71.0,3.07,0.48,3.46,0.57,2.04,0.3,1.0,0.8
1527,Andy Ogle,9,6,0,Orthodox,69.0,145.0,68.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0
1528,Yushin Okami,34,12,0,Southpaw,75.0,170.0,74.0,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5
1529,JJ Okanovich,7,1,0,Orthodox,76.0,155.0,71.0,6.93,0.55,5.27,0.5,0.0,0.0,1.0,0.0
1530,Bolaji Oki,9,2,0,Orthodox,73.0,155.0,70.0,5.63,0.45,2.58,0.63,2.11,0.75,0.85,0.0
1531,Aleksei Oleinik,60,17,1,Orthodox,80.0,240.0,74.0,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9
1532,Michal Oleksiejczuk,19,9,0,Southpaw,74.0,185.0,72.0,5.08,0.5,4.61,0.58,1.08,0.43,0.48,0.0
1533,Rafaello Oliveira,17,8,0,Orthodox,71.0,155.0,68.0,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
1534,Charles Oliveira,35,10,0,Orthodox,74.0,155.0,70.0,3.4,0.55,3.21,0.49,2.25,0.4,0.56,2.7
1535,Alex Oliveira,22,12,1,Orthodox,76.0,170.0,71.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6
1536,Maria Oliveira,13,7,0,Orthodox,69.0,115.0,66.0,5.03,0.38,5.76,0.44,0.95,0.44,0.47,0.0
1537,Bruno Oliveira,8,2,0,Orthodox,80.0,205.0,76.0,3.44,0.33,4.92,0.54,0.0,0.0,0.0,0.0
1538,Saimon Oliveira,18,5,0,Orthodox,72.0,135.0,64.0,2.82,0.41,3.91,0.48,1.21,0.25,0.35,1.6
1539,Vinicius Oliveira,21,3,0,Switch,70.0,135.0,69.0,5.87,0.43,2.87,0.53,1.38,0.6,0.68,0.0
1540,Ravena Oliveira,7,2,1,Orthodox,65.0,115.0,65.0,1.0,0.48,1.2,0.48,2.0,0.66,0.62,0.0
1541,Cameron Olson,7,3,0,Orthodox,75.0,205.0,73.0,3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0
1542,Gadzhi Omargadzhiev,13,2,0,Switch,71.0,170.0,73.0,1.8,0.39,2.2,0.39,1.35,0.3,0.6,0.5
1543,Daniel Omielanczuk,19,8,1,Southpaw,74.0,247.0,72.0,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1
1544,Michihiro Omigawa,17,14,1,Orthodox,68.0,145.0,66.0,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5
1545,David Onama,13,2,0,Orthodox,74.0,145.0,71.0,5.6,0.5,5.07,0.52,0.73,0.2,0.52,0.6
1546,Charlie Ontiveros,11,9,0,Switch,74.0,155.0,74.0,1.89,0.41,5.86,0.31,0.0,0.0,0.3,0.0
